School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
UNC Greensboro,32,23,9,.719,5.92,-1.48,13,5,14,4,9,4,2372,2020,1295,879,2031,.433,279,857,.326,335,531,.631,415,1182,404,298,136,372,584,69.0,106.1,.261,.422,.519,52.1,46.0,13.3,13.7,.501,14.0,33.8,.165
UNC Wilmington,32,10,22,.313,-9.31,-0.90,5,13,8,8,1,12,2186,2294,1290,783,1816,.431,208,610,.341,412,581,.709,270,1088,385,200,96,417,559,69.6,97.5,.320,.336,.522,48.1,49.2,8.9,8.4,.488,16.6,24.1,.227
UT Arlington,32,14,18,.438,2.76,2.13,10,10,8,8,6,9,2259,2189,1295,800,1926,.415,250,807,.310,409,547,.748,322,1183,478,186,90,358,569,68.8,101.5,.284,.419,.517,49.1,59.8,8.4,7.4,.480,14.1,26.7,.212
Utah,31,16,15,.516,8.47,7.86,7,11,12,2,1,10,2199,2180,1260,767,1709,.449,219,655,.334,446,611,.730,295,1106,433,170,86,419,479,67.7,103.2,.358,.383,.550,51.9,56.5,8.0,7.2,.513,17.3,28.9,.261
Utah State,34,26,8,.765,13.66,4.04,12,6,15,1,4,6,2600,2179,1375,905,1967,.460,248,745,.333,542,710,.763,366,1385,561,209,109,426,532,68.9,109.8,.361,.379,.564,56.6,62.0,8.8,9.5,.523,15.6,31.8,.276
Utah Valley,30,11,19,.367,-7.47,-4.18,5,10,6,7,5,12,2105,2131,1210,748,1696,.441,192,635,.302,417,585,.713,253,1057,412,173,157,427,534,71.2,97.7,.345,.374,.533,49.6,55.1,8.0,12.5,.498,17.8,24.3,.246
UTEP,32,17,15,.531,-1.00,-0.45,8,10,13,4,3,9,2157,2116,1285,747,1765,.423,212,705,.301,451,602,.749,267,1116,404,194,102,438,561,69.2,97.1,.341,.399,.526,49.7,54.1,8.7,9.0,.483,17.6,24.2,.256
UTSA,32,13,19,.406,-3.18,0.41,7,11,10,5,3,9,2461,2465,1300,866,2076,.417,308,881,.350,421,552,.763,352,1248,398,189,86,413,644,74.0,102.3,.266,.424,.526,50.0,46.0,7.9,7.3,.491,15.0,27.5,.203
Valparaiso,35,19,16,.543,1.44,1.17,9,9,11,2,4,10,2530,2494,1420,922,2088,.442,287,843,.340,399,559,.714,329,1196,533,269,116,446,601,69.5,102.5,.268,.404,.537,48.9,57.8,10.9,8.9,.510,15.9,26.2,.191
Vanderbilt,32,11,21,.344,3.16,6.41,3,15,10,10,1,9,2295,2399,1290,760,1776,.428,262,786,.333,513,736,.697,288,1035,365,226,104,418,614,70.0,101.6,.414,.443,.540,47.2,48.0,10.0,8.7,.502,16.4,25.4,.289
Vermont,33,26,7,.788,6.07,-4.84,14,2,13,3,12,3,2361,1963,1320,841,1876,.448,267,816,.327,412,574,.718,313,1212,456,194,111,371,534,66.5,107.6,.306,.435,.549,53.0,54.2,8.8,10.7,.519,14.7,28.0,.220
Villanova,31,24,7,.774,16.84,10.03,13,5,12,3,9,3,2269,2058,1245,797,1806,.441,307,854,.359,368,485,.759,271,1112,449,175,81,335,471,67.6,107.8,.269,.473,.557,51.2,56.3,8.3,6.5,.526,14.1,25.6,.204
Virginia,30,23,7,.767,12.16,7.50,15,5,14,3,7,4,1711,1571,1215,626,1515,.413,170,560,.304,289,403,.717,243,1025,343,161,147,368,397,60.2,93.5,.266,.370,.501,52.8,54.8,8.8,16.5,.469,17.7,26.4,.191
Virginia Commonwealth,31,18,13,.581,9.66,4.08,8,10,14,4,4,7,2193,2020,1245,775,1792,.432,231,667,.346,412,592,.696,306,1039,409,278,134,384,569,69.2,101.8,.330,.372,.529,48.1,52.8,12.9,12.4,.497,15.6,27.5,.230
VMI,33,9,24,.273,-6.92,-2.72,3,15,5,10,2,12,2380,2346,1340,852,1991,.428,359,1012,.355,317,448,.708,334,1180,528,222,83,418,591,68.4,103.9,.225,.508,.540,49.9,62.0,9.7,7.4,.518,15.9,27.9,.159
Virginia Tech,32,16,16,.500,8.22,6.16,7,13,12,6,3,7,2194,2128,1310,787,1877,.419,315,896,.352,305,429,.711,240,1086,468,193,95,317,472,66.1,101.3,.229,.477,.527,47.7,59.5,8.9,8.9,.503,13.2,21.0,.162
Wagner,29,8,21,.276,-14.79,-5.57,5,13,5,8,3,13,1982,2210,1175,706,1710,.413,204,644,.317,366,504,.726,312,983,374,174,68,398,604,69.1,97.6,.295,.377,.508,49.3,53.0,8.6,7.4,.473,17.0,29.9,.214
Wake Forest,31,13,18,.419,6.69,8.14,6,14,9,5,1,11,2276,2321,1260,765,1769,.432,204,582,.351,542,726,.747,315,1170,395,151,87,440,592,70.8,102.1,.410,.329,.538,51.9,51.6,6.8,7.2,.490,17.2,28.6,.306
Washington,32,15,17,.469,12.41,8.25,5,13,10,7,3,7,2259,2126,1290,778,1763,.441,220,677,.325,483,669,.722,282,1128,399,236,192,481,555,70.2,99.7,.379,.384,.543,49.7,51.3,10.4,16.2,.504,18.8,27.4,.274
Washington State,32,16,16,.500,5.13,4.94,6,12,11,5,2,9,2235,2229,1290,776,1952,.398,237,768,.309,446,600,.743,344,1165,370,218,85,394,562,71.1,97.5,.307,.393,.500,49.5,47.7,9.5,6.8,.458,15.0,27.6,.228
Weber State,32,12,20,.375,-8.32,-0.66,8,12,8,6,4,9,2225,2280,1290,821,1814,.453,213,661,.322,370,510,.725,232,1023,347,164,125,378,453,68.7,100.4,.281,.364,.541,48.0,42.3,7.4,9.8,.511,15.5,22.2,.204
West Virginia,31,21,10,.677,18.51,10.64,9,9,14,2,4,8,2179,1935,1245,774,1833,.422,155,542,.286,476,742,.642,470,1254,383,238,111,447,572,69.4,100.9,.405,.296,.499,55.6,49.5,11.0,10.6,.465,17.0,40.0,.260
Western Carolina,31,19,12,.613,-0.10,-1.55,10,8,10,4,8,7,2444,2317,1250,837,1790,.468,302,818,.369,468,659,.710,302,1165,449,165,56,445,532,72.4,108.0,.368,.457,.581,53.1,53.6,7.3,5.0,.552,17.5,28.9,.261
Western Illinois,26,5,21,.192,-14.28,-3.03,2,14,4,10,1,11,1934,2126,1050,710,1667,.426,226,612,.369,288,368,.783,216,882,267,129,57,290,467,73.1,100.8,.221,.367,.525,46.9,37.6,6.7,5.6,.494,13.6,21.7,.173
Western Kentucky,30,20,10,.667,4.20,0.96,13,5,12,2,6,6,2297,2160,1225,779,1703,.457,212,627,.338,527,668,.789,252,1013,334,201,119,370,413,69.8,107.4,.392,.368,.568,48.4,42.9,9.4,10.3,.520,15.5,25.3,.309
Western Michigan,32,13,19,.406,-5.42,-0.25,6,12,10,5,3,12,2220,2306,1295,767,1791,.428,228,676,.337,458,641,.715,276,1120,356,152,73,416,573,69.0,99.4,.358,.377,.530,48.8,46.4,6.8,6.1,.492,16.6,24.8,.256
Wichita State,31,23,8,.742,13.66,5.60,11,7,17,2,5,5,2227,1977,1250,769,1891,.407,244,744,.328,445,638,.697,374,1218,437,219,115,396,577,70.7,100.9,.337,.393,.508,53.2,56.8,9.9,10.4,.471,15.3,31.7,.235
William & Mary,32,21,11,.656,-2.46,-3.10,13,5,11,2,10,7,2288,2208,1280,822,1770,.464,239,690,.346,405,544,.744,265,1152,435,138,128,403,500,68.0,105.1,.307,.390,.564,53.1,52.9,6.3,10.4,.532,16.6,26.1,.229
Winthrop,34,24,10,.706,1.16,-6.53,15,3,11,4,10,6,2765,2431,1375,980,2120,.462,322,931,.346,483,760,.636,450,1388,542,225,84,471,683,72.6,110.8,.358,.439,.557,55.2,55.3,9.0,7.1,.538,16.0,35.1,.228
Wisconsin,31,21,10,.677,15.95,10.95,14,6,15,1,6,6,2082,1927,1245,730,1718,.425,269,764,.352,353,462,.764,251,1051,373,138,114,309,476,64.4,103.8,.269,.445,.537,49.6,51.1,6.9,9.7,.503,13.8,24.1,.205
Wofford,35,19,16,.543,0.17,-1.50,8,10,10,5,6,10,2523,2399,1415,909,1969,.462,336,948,.354,369,518,.712,272,1094,467,198,91,424,593,66.9,106.6,.263,.481,.570,50.2,51.4,8.4,8.4,.547,16.1,25.0,.187
Wright State,32,25,7,.781,2.46,-6.21,15,3,14,2,9,3,2580,2264,1295,917,2010,.456,247,684,.361,499,741,.673,388,1279,443,209,113,396,516,73.1,109.0,.369,.340,.546,51.9,48.3,8.8,8.3,.518,14.4,32.2,.248
Wyoming,33,9,24,.273,-3.05,4.82,2,16,4,13,3,8,2070,2308,1335,712,1739,.409,260,809,.321,386,531,.727,161,972,374,175,66,418,626,67.6,91.8,.305,.465,.520,43.5,52.5,7.8,6.2,.484,17.3,14.5,.222
Xavier,32,19,13,.594,12.57,9.47,8,10,12,5,5,6,2261,2162,1305,833,1912,.436,207,664,.312,388,590,.658,380,1241,460,201,114,446,535,69.1,100.2,.309,.347,.516,52.4,55.2,8.9,9.4,.490,16.9,32.2,.203
Yale,30,23,7,.767,6.63,-1.51,11,3,10,1,11,6,2289,1954,1240,809,1726,.469,265,714,.371,406,570,.712,273,1166,464,188,101,389,449,68.2,108.3,.330,.414,.573,54.8,57.4,8.9,9.6,.545,16.3,27.4,.235
Youngstown State,33,18,15,.545,-5.56,-4.79,10,8,13,4,5,11,2401,2351,1335,870,2055,.423,236,765,.308,425,616,.690,451,1286,413,188,85,397,579,68.6,104.8,.300,.372,.511,52.6,47.5,8.2,6.5,.481,14.5,35.7,.207
